peso,fecha
19.59,2018-07-30 07:16:18
23.5,2018-07-30 07:16:19
37.0,2018-07-30 07:16:20
29.5,2018-07-30 07:16:21
34.5,2018-07-30 07:16:22
26.5,2018-07-30 07:16:23
21.5,2018-07-30 07:16:25
20.5,2018-07-30 07:16:25
27.0,2018-07-30 07:16:27
30.0,2018-07-30 07:16:28
31.5,2018-07-30 07:16:36
27.5,2018-07-30 07:16:38
21.5,2018-07-30 07:16:40
20.5,2018-07-30 07:16:41
27.0,2018-07-30 07:16:42
34.5,2018-07-30 07:16:44
30.0,2018-07-30 07:16:45
37.0,2018-07-30 07:16:47
23.5,2018-07-30 07:16:48
23.0,2018-07-30 07:16:49
13.09,2018-07-30 07:32:24
31.5,2018-07-30 07:32:26
23.5,2018-07-30 07:32:29
23.5,2018-07-30 07:32:30
29.5,2018-07-30 07:32:32
27.0,2018-07-30 07:32:34
22.0,2018-07-30 07:32:35
28.0,2018-07-30 07:32:37
26.0,2018-07-30 07:32:39
34.5,2018-07-30 07:32:40
22.0,2018-07-30 07:32:42
26.5,2018-07-30 07:32:44
22.5,2018-07-30 07:32:45
20.5,2018-07-30 07:32:47
25.5,2018-07-30 07:32:49
25.0,2018-07-30 07:32:51
19.0,2018-07-30 07:32:55
25.5,2018-07-30 07:32:57
16.0,2018-07-30 07:32:59
30.0,2018-07-30 07:33:00
18.09,2018-07-30 07:56:40
25.09,2018-07-30 07:56:52
22.0,2018-07-30 07:56:59
28.5,2018-07-30 07:57:02
22.5,2018-07-30 07:57:04
25.5,2018-07-30 07:57:06
28.0,2018-07-30 07:57:07
23.5,2018-07-30 07:57:09
25.5,2018-07-30 07:57:11
25.5,2018-07-30 07:57:13
22.5,2018-07-30 07:57:14
15.5,2018-07-30 07:57:16
19.5,2018-07-30 07:57:17
17.5,2018-07-30 07:57:19
14.5,2018-07-30 07:57:21
25.5,2018-07-30 07:57:23
25.0,2018-07-30 07:57:25
28.0,2018-07-30 07:57:26
27.0,2018-07-30 07:57:27
23.0,2018-07-30 07:57:29
23.59,2018-07-30 09:16:04
21.0,2018-07-30 09:16:06
28.5,2018-07-30 09:16:09
24.5,2018-07-30 09:16:12
32.0,2018-07-30 09:16:15
19.0,2018-07-30 09:16:18
25.5,2018-07-30 09:16:21
23.0,2018-07-30 09:16:24
18.0,2018-07-30 09:16:26
20.5,2018-07-30 09:16:28
15.5,2018-07-30 09:16:30
16.0,2018-07-30 09:16:32
24.5,2018-07-30 09:16:34
19.0,2018-07-30 09:16:36
25.0,2018-07-30 09:16:38
20.0,2018-07-30 09:16:40
18.0,2018-07-30 09:16:42
23.5,2018-07-30 09:16:44
22.0,2018-07-30 09:16:45
13.5,2018-07-30 09:16:47
18.09,2018-07-30 09:47:46
19.0,2018-07-30 09:47:49
19.0,2018-07-30 09:47:50
22.5,2018-07-30 09:47:52
21.5,2018-07-30 09:47:53
18.0,2018-07-30 09:47:55
27.5,2018-07-30 09:47:56
18.0,2018-07-30 09:47:58
17.0,2018-07-30 09:48:00
23.0,2018-07-30 09:48:01
13.0,2018-07-30 09:48:03
18.5,2018-07-30 09:48:05
24.5,2018-07-30 09:48:06
23.0,2018-07-30 09:48:08
25.5,2018-07-30 09:48:09
20.0,2018-07-30 09:48:11
19.5,2018-07-30 09:48:13
22.5,2018-07-30 09:48:14
19.5,2018-07-30 09:48:15
16.5,2018-07-30 09:48:17
17.09,2018-07-30 10:20:36
25.5,2018-07-30 10:20:38
20.0,2018-07-30 10:20:40
22.5,2018-07-30 10:20:42
17.5,2018-07-30 10:20:44
30.5,2018-07-30 10:20:46
26.5,2018-07-30 10:20:48
22.0,2018-07-30 10:20:51
23.0,2018-07-30 10:20:53
18.5,2018-07-30 10:20:55
21.0,2018-07-30 10:20:57
30.0,2018-07-30 10:20:59
15.0,2018-07-30 10:21:01
27.0,2018-07-30 10:21:03
31.0,2018-07-30 10:21:04
24.5,2018-07-30 10:21:06
23.5,2018-07-30 10:21:08
23.0,2018-07-30 10:21:10
23.0,2018-07-30 10:21:11
21.5,2018-07-30 10:21:13
27.09,2018-07-30 11:01:09
20.0,2018-07-30 11:01:12
22.5,2018-07-30 11:01:14
27.5,2018-07-30 11:01:17
25.0,2018-07-30 11:01:19
21.0,2018-07-30 11:01:21
23.5,2018-07-30 11:01:23
22.5,2018-07-30 11:01:25
22.5,2018-07-30 11:01:27
24.5,2018-07-30 11:01:30
29.0,2018-07-30 11:01:32
28.0,2018-07-30 11:01:34
25.5,2018-07-30 11:01:36
30.0,2018-07-30 11:01:38
29.5,2018-07-30 11:01:40
29.0,2018-07-30 11:01:42
23.5,2018-07-30 11:01:44
18.5,2018-07-30 11:01:46
18.5,2018-07-30 11:01:48
