peso,fecha
24.59,2018-07-30 13:47:50
22.0,2018-07-30 13:47:53
37.0,2018-07-30 13:47:54
22.5,2018-07-30 13:47:56
14.5,2018-07-30 13:47:58
37.0,2018-07-30 13:48:00
25.0,2018-07-30 13:48:02
28.0,2018-07-30 13:48:04
34.5,2018-07-30 13:48:06
20.0,2018-07-30 13:48:08
28.5,2018-07-30 13:48:10
25.5,2018-07-30 13:48:12
30.0,2018-07-30 13:48:14
26.5,2018-07-30 13:48:15
22.0,2018-07-30 13:48:17
32.0,2018-07-30 13:48:19
21.5,2018-07-30 13:48:20
25.5,2018-07-30 13:48:22
26.0,2018-07-30 13:48:23
21.5,2018-07-30 13:48:24
32.09,2018-07-30 14:04:40
16.0,2018-07-30 14:04:49
21.5,2018-07-30 14:04:54
27.0,2018-07-30 14:04:57
34.0,2018-07-30 14:04:59
24.5,2018-07-30 14:05:01
25.5,2018-07-30 14:05:03
25.0,2018-07-30 14:05:06
26.5,2018-07-30 14:05:07
29.0,2018-07-30 14:05:09
13.5,2018-07-30 14:05:11
17.5,2018-07-30 14:05:12
25.5,2018-07-30 14:05:14
28.5,2018-07-30 14:05:16
20.0,2018-07-30 14:05:18
19.0,2018-07-30 14:05:20
22.0,2018-07-30 14:05:21
27.5,2018-07-30 14:05:23
33.0,2018-07-30 14:05:25
19.5,2018-07-30 14:05:26
26.09,2018-07-30 14:56:03
31.5,2018-07-30 14:56:05
27.5,2018-07-30 14:56:07
26.5,2018-07-30 14:56:09
24.0,2018-07-30 14:56:10
25.0,2018-07-30 14:56:12
24.5,2018-07-30 14:56:14
25.0,2018-07-30 14:56:16
31.0,2018-07-30 14:56:18
27.0,2018-07-30 14:56:20
23.0,2018-07-30 14:56:22
21.5,2018-07-30 14:56:24
29.0,2018-07-30 14:56:25
26.0,2018-07-30 14:56:27
28.5,2018-07-30 14:56:28
23.0,2018-07-30 14:56:30
23.5,2018-07-30 14:56:32
28.0,2018-07-30 14:56:33
14.5,2018-07-30 14:56:35
23.0,2018-07-30 14:56:37
34.5,2018-07-30 14:56:38
34.59,2018-07-30 15:35:08
18.0,2018-07-30 15:35:10
24.5,2018-07-30 15:35:12
22.0,2018-07-30 15:35:14
15.5,2018-07-30 15:35:16
22.5,2018-07-30 15:35:17
26.0,2018-07-30 15:35:19
25.0,2018-07-30 15:35:20
18.0,2018-07-30 15:35:22
30.0,2018-07-30 15:35:24
23.0,2018-07-30 15:35:25
25.5,2018-07-30 15:35:27
18.0,2018-07-30 15:35:28
19.0,2018-07-30 15:35:29
18.0,2018-07-30 15:35:31
24.5,2018-07-30 15:35:32
16.0,2018-07-30 15:35:34
17.0,2018-07-30 15:35:35
19.5,2018-07-30 15:35:37
20.5,2018-07-30 15:35:37
18.59,2018-07-30 16:10:14
17.0,2018-07-30 16:10:17
32.5,2018-07-30 16:10:19
16.5,2018-07-30 16:10:22
21.5,2018-07-30 16:10:24
17.5,2018-07-30 16:10:26
14.5,2018-07-30 16:10:28
22.0,2018-07-30 16:10:30
14.5,2018-07-30 16:10:32
17.5,2018-07-30 16:10:33
19.0,2018-07-30 16:10:35
21.5,2018-07-30 16:10:37
11.0,2018-07-30 16:10:38
12.5,2018-07-30 16:10:40
16.5,2018-07-30 16:10:42
20.0,2018-07-30 16:10:44
16.5,2018-07-30 16:10:46
19.0,2018-07-30 16:10:47
15.5,2018-07-30 16:10:49
21.0,2018-07-30 16:10:51
13.59,2018-07-30 16:40:04
14.0,2018-07-30 16:40:06
18.0,2018-07-30 16:40:08
18.5,2018-07-30 16:40:09
21.5,2018-07-30 16:40:11
21.5,2018-07-30 16:40:12
15.0,2018-07-30 16:40:14
20.5,2018-07-30 16:40:15
30.0,2018-07-30 16:40:16
27.5,2018-07-30 16:40:18
22.0,2018-07-30 16:40:19
26.0,2018-07-30 16:40:21
33.5,2018-07-30 16:40:23
25.0,2018-07-30 16:40:25
25.0,2018-07-30 16:40:26
31.5,2018-07-30 16:40:27
21.0,2018-07-30 16:40:29
24.5,2018-07-30 16:40:30
18.5,2018-07-30 16:40:31
21.09,2018-07-31 00:10:28
21.0,2018-07-31 00:10:33
24.5,2018-07-31 00:10:36
24.0,2018-07-31 00:10:38
19.0,2018-07-31 00:10:40
23.5,2018-07-31 00:10:43
29.0,2018-07-31 00:10:47
17.5,2018-07-31 00:10:51
24.5,2018-07-31 00:10:53
24.5,2018-07-31 00:10:58
17.59,2018-07-31 00:15:08
31.0,2018-07-31 00:15:10
25.0,2018-07-31 00:15:12
21.5,2018-07-31 00:15:13
17.5,2018-07-31 00:15:15
15.0,2018-07-31 00:15:16
27.0,2018-07-31 00:15:17
20.0,2018-07-31 00:15:19
13.5,2018-07-31 00:15:21
28.0,2018-07-31 00:15:22
8.0,2018-07-31 00:15:23
27.09,2018-07-31 10:03:46
21.0,2018-07-31 10:03:49
18.0,2018-07-31 10:03:53
18.5,2018-07-31 10:03:56
22.5,2018-07-31 10:03:59
27.0,2018-07-31 10:04:01
19.5,2018-07-31 10:04:04
27.5,2018-07-31 10:04:06
25.0,2018-07-31 10:04:08
24.0,2018-07-31 10:04:11
35.0,2018-07-31 10:04:14
21.5,2018-07-31 10:04:16
36.5,2018-07-31 10:04:18
21.5,2018-07-31 10:04:20
21.0,2018-07-31 10:04:23
24.0,2018-07-31 10:04:25
27.5,2018-07-31 10:04:27
23.5,2018-07-31 10:04:28
28.09,2018-07-31 10:36:51
31.5,2018-07-31 10:36:53
17.5,2018-07-31 10:36:54
23.5,2018-07-31 10:36:56
23.0,2018-07-31 10:36:58
22.5,2018-07-31 10:36:59
41.0,2018-07-31 10:37:01
19.5,2018-07-31 10:37:03
27.5,2018-07-31 10:37:05
27.5,2018-07-31 10:37:06
22.0,2018-07-31 10:37:08
27.0,2018-07-31 10:37:10
27.0,2018-07-31 10:37:11
23.5,2018-07-31 10:37:13
27.5,2018-07-31 10:37:14
28.0,2018-07-31 10:37:16
28.0,2018-07-31 10:37:17
23.5,2018-07-31 10:37:19
28.0,2018-07-31 10:37:21
21.0,2018-07-31 10:37:22
28.0,2018-07-31 10:37:23
