peso,fecha
31.09,2018-07-31 13:54:50
26.0,2018-07-31 13:54:52
18.0,2018-07-31 13:54:54
18.5,2018-07-31 13:54:56
35.0,2018-07-31 13:54:57
24.0,2018-07-31 13:54:59
18.5,2018-07-31 13:55:01
30.5,2018-07-31 13:55:02
20.0,2018-07-31 13:55:04
17.5,2018-07-31 13:55:05
20.0,2018-07-31 13:55:07
22.0,2018-07-31 13:55:08
14.5,2018-07-31 13:55:10
22.5,2018-07-31 13:55:11
25.5,2018-07-31 13:55:13
25.5,2018-07-31 13:55:14
21.5,2018-07-31 13:55:15
26.0,2018-07-31 13:55:17
24.5,2018-07-31 13:55:18
27.09,2018-07-31 14:25:23
22.5,2018-07-31 14:25:26
12.5,2018-07-31 14:25:28
25.0,2018-07-31 14:25:30
24.0,2018-07-31 14:25:32
22.5,2018-07-31 14:25:34
21.0,2018-07-31 14:25:36
31.0,2018-07-31 14:25:38
12.0,2018-07-31 14:25:40
17.0,2018-07-31 14:25:41
17.5,2018-07-31 14:25:43
19.0,2018-07-31 14:25:45
18.0,2018-07-31 14:25:47
29.0,2018-07-31 14:25:49
23.5,2018-07-31 14:25:50
29.0,2018-07-31 14:25:52
24.5,2018-07-31 14:25:54
23.0,2018-07-31 14:25:55
17.0,2018-07-31 14:25:57
19.0,2018-07-31 14:25:59
27.09,2018-07-31 15:35:43
23.0,2018-07-31 15:35:45
22.0,2018-07-31 15:35:47
26.0,2018-07-31 15:35:49
14.5,2018-07-31 15:35:50
15.0,2018-07-31 15:35:52
12.0,2018-07-31 15:35:54
24.0,2018-07-31 15:35:56
28.0,2018-07-31 15:35:57
20.0,2018-07-31 15:35:59
16.5,2018-07-31 15:36:01
23.5,2018-07-31 15:36:03
18.5,2018-07-31 15:36:05
20.0,2018-07-31 15:36:06
21.5,2018-07-31 15:36:08
24.5,2018-07-31 15:36:10
32.5,2018-07-31 15:36:11
20.0,2018-07-31 15:36:12
21.5,2018-07-31 15:36:14
28.09,2018-07-31 16:14:12
19.0,2018-07-31 16:14:14
17.0,2018-07-31 16:14:16
26.5,2018-07-31 16:14:17
30.5,2018-07-31 16:14:19
24.0,2018-07-31 16:14:21
26.0,2018-07-31 16:14:22
25.0,2018-07-31 16:14:24
27.5,2018-07-31 16:14:26
22.5,2018-07-31 16:14:27
38.0,2018-07-31 16:14:29
26.5,2018-07-31 16:14:31
32.0,2018-07-31 16:14:32
19.0,2018-07-31 16:14:34
35.5,2018-07-31 16:14:36
37.5,2018-07-31 16:14:37
34.0,2018-07-31 16:14:39
31.0,2018-07-31 16:14:40
29.5,2018-07-31 16:14:41
31.0,2018-07-31 16:14:43
24.09,2018-07-31 17:11:17
37.0,2018-07-31 17:11:20
23.0,2018-07-31 17:11:23
34.0,2018-07-31 17:11:26
28.0,2018-07-31 17:11:28
35.0,2018-07-31 17:11:30
25.5,2018-07-31 17:11:33
29.5,2018-07-31 17:11:35
27.0,2018-07-31 17:11:37
32.5,2018-07-31 17:11:39
28.5,2018-07-31 17:11:42
23.5,2018-07-31 17:11:43
31.5,2018-07-31 17:11:46
29.0,2018-07-31 17:11:48
24.5,2018-07-31 17:11:50
30.5,2018-07-31 17:11:52
21.0,2018-07-31 17:11:53
18.5,2018-07-31 17:11:55
25.0,2018-07-31 17:11:57
29.0,2018-07-31 17:11:59
20.09,2018-07-31 17:27:54
24.5,2018-07-31 17:27:56
17.5,2018-07-31 17:27:58
26.0,2018-07-31 17:28:00
27.0,2018-07-31 17:28:02
24.0,2018-07-31 17:28:04
36.0,2018-07-31 17:28:06
21.5,2018-07-31 17:28:07
22.0,2018-07-31 17:28:09
24.0,2018-07-31 17:28:11
20.0,2018-07-31 17:28:13
17.0,2018-07-31 17:28:15
22.5,2018-07-31 17:28:17
22.5,2018-07-31 17:28:19
19.5,2018-07-31 17:28:21
16.0,2018-07-31 17:28:22
20.5,2018-07-31 17:28:24
19.09,2018-08-03 14:22:33
18.5,2018-08-03 14:22:35
30.5,2018-08-03 14:22:38
21.5,2018-08-03 14:22:40
25.0,2018-08-03 14:22:42
18.0,2018-08-03 14:22:44
27.0,2018-08-03 14:22:45
25.0,2018-08-03 14:22:47
