peso,fecha
16.59,2018-07-27 07:20:25
16.0,2018-07-27 07:20:28
17.5,2018-07-27 07:20:31
17.5,2018-07-27 07:20:33
14.0,2018-07-27 07:20:36
20.5,2018-07-27 07:20:38
16.5,2018-07-27 07:20:41
18.0,2018-07-27 07:20:43
20.0,2018-07-27 07:20:46
28.0,2018-07-27 07:20:48
15.0,2018-07-27 07:20:50
27.0,2018-07-27 07:20:53
13.5,2018-07-27 07:20:55
17.0,2018-07-27 07:20:57
21.0,2018-07-27 07:20:59
11.5,2018-07-27 07:21:02
22.5,2018-07-27 07:21:04
20.0,2018-07-27 07:21:06
14.5,2018-07-27 07:21:08
14.0,2018-07-27 07:21:10
31.09,2018-07-27 07:41:51
25.0,2018-07-27 07:41:55
20.0,2018-07-27 07:41:58
14.0,2018-07-27 07:42:00
18.0,2018-07-27 07:42:02
27.5,2018-07-27 07:42:04
13.5,2018-07-27 07:42:06
21.0,2018-07-27 07:42:08
21.5,2018-07-27 07:42:10
24.5,2018-07-27 07:42:12
15.5,2018-07-27 07:42:14
25.5,2018-07-27 07:42:16
24.0,2018-07-27 07:42:18
26.5,2018-07-27 07:42:20
22.5,2018-07-27 07:42:21
21.5,2018-07-27 07:42:23
24.0,2018-07-27 07:42:25
16.59,2018-07-27 07:54:36
21.5,2018-07-27 07:54:38
26.5,2018-07-27 07:54:40
16.0,2018-07-27 07:54:42
19.5,2018-07-27 07:54:43
21.0,2018-07-27 07:54:45
22.5,2018-07-27 07:54:46
30.0,2018-07-27 07:54:48
20.5,2018-07-27 07:54:49
25.5,2018-07-27 07:54:51
25.5,2018-07-27 07:54:52
18.5,2018-07-27 07:54:54
19.0,2018-07-27 07:54:56
37.5,2018-07-27 07:54:57
15.5,2018-07-27 07:54:59
20.0,2018-07-27 07:55:00
24.0,2018-07-27 07:55:02
31.5,2018-07-27 07:55:03
18.59,2018-07-27 07:58:11
16.5,2018-07-27 07:58:13
19.5,2018-07-27 07:58:13
30.59,2018-07-27 09:44:18
24.5,2018-07-27 09:44:20
15.5,2018-07-27 09:44:22
27.0,2018-07-27 09:44:24
24.5,2018-07-27 09:44:25
19.5,2018-07-27 09:44:26
22.5,2018-07-27 09:44:27
18.0,2018-07-27 09:44:29
28.0,2018-07-27 09:44:30
20.0,2018-07-27 09:44:32
19.5,2018-07-27 09:44:34
27.0,2018-07-27 09:44:35
26.5,2018-07-27 09:44:36
19.5,2018-07-27 09:44:38
17.5,2018-07-27 09:44:39
24.0,2018-07-27 09:44:40
20.0,2018-07-27 09:44:41
25.5,2018-07-27 09:44:43
15.5,2018-07-27 09:44:44
22.0,2018-07-27 09:44:45
25.0,2018-07-27 09:44:46
18.09,2018-07-27 10:16:25
17.5,2018-07-27 10:16:28
18.0,2018-07-27 10:16:29
23.5,2018-07-27 10:16:31
34.0,2018-07-27 10:16:32
24.5,2018-07-27 10:16:34
25.5,2018-07-27 10:16:35
26.0,2018-07-27 10:16:38
36.0,2018-07-27 10:16:43
26.5,2018-07-27 10:16:44
23.5,2018-07-27 10:16:46
16.5,2018-07-27 10:16:47
25.0,2018-07-27 10:16:49
16.0,2018-07-27 10:16:50
32.0,2018-07-27 10:16:51
14.5,2018-07-27 10:16:53
16.0,2018-07-27 10:16:54
16.0,2018-07-27 10:16:55
19.59,2018-07-27 10:18:17
27.5,2018-07-27 10:18:19
27.09,2018-07-31 09:13:45
24.0,2018-07-31 09:13:46
21.0,2018-07-31 09:13:48
22.5,2018-07-31 09:13:49
30.5,2018-07-31 09:13:50
18.0,2018-07-31 09:13:51
23.0,2018-07-31 09:13:52
20.5,2018-07-31 09:13:53
30.0,2018-07-31 09:13:54
23.5,2018-07-31 09:13:55
22.09,2018-07-31 10:00:27
23.5,2018-07-31 10:00:30
27.0,2018-07-31 10:00:32
11.5,2018-07-31 10:00:34
11.5,2018-07-31 10:00:36
12.5,2018-07-31 10:00:38
25.0,2018-07-31 10:00:40
32.0,2018-07-31 10:00:42
21.5,2018-07-31 10:00:43
14.5,2018-07-31 10:00:45
17.5,2018-07-31 10:00:47
21.0,2018-07-31 10:00:50
15.0,2018-07-31 10:00:52
24.5,2018-07-31 10:00:54
22.0,2018-07-31 10:00:55
24.5,2018-07-31 10:00:57
23.0,2018-07-31 10:00:59
20.0,2018-07-31 10:01:01
28.5,2018-07-31 10:01:03
23.5,2018-07-31 10:01:04
21.5,2018-07-31 10:01:06
23.0,2018-07-31 10:01:08
28.0,2018-07-31 10:01:09
27.5,2018-07-31 10:01:11
30.59,2018-07-31 10:35:39
26.0,2018-07-31 10:35:42
23.0,2018-07-31 10:35:44
21.5,2018-07-31 10:35:47
12.0,2018-07-31 10:35:48
31.0,2018-07-31 10:35:50
20.5,2018-07-31 10:35:52
25.0,2018-07-31 10:35:55
27.5,2018-07-31 10:35:57
19.0,2018-07-31 10:35:59
31.0,2018-07-31 10:36:00
20.0,2018-07-31 10:36:03
11.5,2018-07-31 10:36:05
33.5,2018-07-31 10:36:07
20.5,2018-07-31 10:36:09
22.0,2018-07-31 10:36:11
27.5,2018-07-31 10:36:12
22.0,2018-07-31 10:36:14
27.5,2018-07-31 10:36:16
24.0,2018-07-31 10:36:18
25.0,2018-07-31 10:36:20
17.5,2018-07-31 10:36:22
31.0,2018-07-31 10:36:24
29.0,2018-07-31 10:36:26
21.5,2018-07-31 10:36:29
28.59,2018-07-31 11:34:04
28.5,2018-07-31 11:34:06
26.5,2018-07-31 11:34:09
25.0,2018-07-31 11:34:11
29.0,2018-07-31 11:34:13
14.5,2018-07-31 11:34:15
32.5,2018-07-31 11:34:17
35.0,2018-07-31 11:34:20
23.0,2018-07-31 11:34:22
18.5,2018-07-31 11:34:24
26.5,2018-07-31 11:34:27
19.0,2018-07-31 11:34:29
20.5,2018-07-31 11:34:31
19.5,2018-07-31 11:34:34
22.0,2018-07-31 11:34:36
18.0,2018-07-31 11:34:38
23.5,2018-07-31 11:34:40
22.0,2018-07-31 11:34:42
11.5,2018-07-31 11:34:44
21.0,2018-07-31 11:34:46
20.5,2018-07-31 11:34:48
14.0,2018-07-31 11:34:50
18.0,2018-07-31 11:34:52
21.0,2018-07-31 11:34:53
14.0,2018-07-31 11:34:55
29.09,2018-07-31 13:55:38
24.0,2018-07-31 13:55:40
23.0,2018-07-31 13:55:42
19.0,2018-07-31 13:55:44
13.5,2018-07-31 13:55:45
21.5,2018-07-31 13:55:47
25.5,2018-07-31 13:55:48
19.0,2018-07-31 13:55:50
17.0,2018-07-31 13:55:52
14.5,2018-07-31 13:55:53
16.0,2018-07-31 13:55:54
22.0,2018-07-31 13:55:56
20.0,2018-07-31 13:55:58
27.0,2018-07-31 13:55:59
20.5,2018-07-31 13:56:01
26.5,2018-07-31 13:56:02
23.5,2018-07-31 13:56:04
25.5,2018-07-31 13:56:05
15.0,2018-07-31 13:56:07
15.0,2018-07-31 13:56:08
18.5,2018-07-31 13:56:10
21.0,2018-07-31 13:56:11
14.0,2018-07-31 13:56:12
23.0,2018-07-31 13:56:13
30.09,2018-07-31 14:22:49
18.0,2018-07-31 14:22:52
29.0,2018-07-31 14:22:54
24.5,2018-07-31 14:22:56
26.0,2018-07-31 14:22:58
29.0,2018-07-31 14:23:00
35.5,2018-07-31 14:23:02
24.5,2018-07-31 14:23:04
22.0,2018-07-31 14:23:06
21.0,2018-07-31 14:23:07
25.0,2018-07-31 14:23:09
27.0,2018-07-31 14:23:11
31.0,2018-07-31 14:23:13
21.5,2018-07-31 14:23:15
16.0,2018-07-31 14:23:16
18.0,2018-07-31 14:23:18
21.5,2018-07-31 14:23:19
12.0,2018-07-31 14:23:21
17.0,2018-07-31 14:23:22
28.09,2018-07-31 15:19:12
19.5,2018-07-31 15:19:15
16.5,2018-07-31 15:19:18
29.5,2018-07-31 15:19:20
22.0,2018-07-31 15:19:23
22.5,2018-07-31 15:19:25
21.0,2018-07-31 15:19:27
17.0,2018-07-31 15:19:29
22.0,2018-07-31 15:19:31
28.5,2018-07-31 15:19:34
14.5,2018-07-31 15:19:36
19.5,2018-07-31 15:19:37
23.5,2018-07-31 15:19:40
25.5,2018-07-31 15:19:42
19.0,2018-07-31 15:19:44
25.5,2018-07-31 15:19:46
21.0,2018-07-31 15:19:47
24.0,2018-07-31 15:19:49
24.0,2018-07-31 15:19:51
23.0,2018-07-31 15:19:53
15.59,2018-07-31 16:01:26
17.5,2018-07-31 16:01:28
16.0,2018-07-31 16:01:30
14.5,2018-07-31 16:01:31
16.5,2018-07-31 16:01:33
16.0,2018-07-31 16:01:34
22.0,2018-07-31 16:01:36
19.5,2018-07-31 16:01:37
21.0,2018-07-31 16:01:39
