peso,fecha
19.09,2018-07-27 07:46:04
14.0,2018-07-27 07:46:07
23.5,2018-07-27 07:46:09
18.0,2018-07-27 07:46:11
23.5,2018-07-27 07:46:15
20.5,2018-07-27 07:46:18
26.0,2018-07-27 07:46:21
20.0,2018-07-27 07:46:23
18.0,2018-07-27 07:46:25
17.5,2018-07-27 07:46:27
21.0,2018-07-27 07:46:28
21.5,2018-07-27 07:46:30
24.5,2018-07-27 07:46:32
21.0,2018-07-27 07:46:33
15.5,2018-07-27 07:46:35
21.5,2018-07-27 07:46:37
19.09,2018-07-30 15:45:28
25.5,2018-07-30 15:45:30
21.0,2018-07-30 15:45:32
30.5,2018-07-30 15:45:34
19.0,2018-07-30 15:45:35
13.0,2018-07-30 15:45:37
16.5,2018-07-30 15:45:38
20.0,2018-07-30 15:45:40
14.5,2018-07-30 15:45:41
14.5,2018-07-30 15:45:43
20.5,2018-07-30 15:45:44
24.5,2018-07-30 15:45:46
22.0,2018-07-30 15:45:47
19.0,2018-07-30 15:45:49
20.0,2018-07-30 15:45:50
20.59,2018-07-30 16:34:55
18.0,2018-07-30 16:34:57
19.0,2018-07-30 16:34:58
17.5,2018-07-30 16:35:00
19.5,2018-07-30 16:35:01
21.5,2018-07-30 16:35:02
16.5,2018-07-30 16:35:03
18.0,2018-07-30 16:35:03
23.0,2018-07-30 16:35:04
17.0,2018-07-30 16:35:05
28.0,2018-07-30 16:35:06
18.0,2018-07-30 16:35:07
19.5,2018-07-30 16:35:08
16.0,2018-07-30 16:35:09
24.5,2018-07-30 16:35:10
25.5,2018-07-30 16:35:11
22.5,2018-07-30 16:35:12
19.5,2018-07-30 16:35:13
19.5,2018-07-30 16:35:14
19.5,2018-07-30 16:35:15
28.5,2018-07-30 16:35:16
28.0,2018-07-30 16:35:17
29.0,2018-07-30 16:35:19
20.5,2018-07-30 16:35:20
19.0,2018-07-30 16:35:21
20.09,2018-07-31 00:20:20
25.0,2018-07-31 00:20:23
23.0,2018-07-31 00:20:25
14.0,2018-07-31 00:20:27
31.0,2018-07-31 00:20:30
20.0,2018-07-31 00:20:35
17.0,2018-07-31 00:20:39
25.0,2018-07-31 00:20:42
21.5,2018-07-31 00:20:43
17.0,2018-07-31 00:20:45
20.5,2018-07-31 00:20:48
27.0,2018-07-31 00:20:50
21.0,2018-07-31 00:20:51
24.0,2018-07-31 00:20:53
14.5,2018-07-31 00:20:55
19.5,2018-07-31 00:20:57
20.5,2018-07-31 00:20:59
20.0,2018-07-31 00:20:00
25.5,2018-07-31 00:20:02
23.5,2018-07-31 00:20:03
16.59,2018-07-31 11:51:57
26.0,2018-07-31 11:51:59
15.5,2018-07-31 11:52:03
20.5,2018-07-31 11:52:06
16.0,2018-07-31 11:52:09
21.5,2018-07-31 11:52:11
15.5,2018-07-31 11:52:13
23.5,2018-07-31 11:52:14
18.0,2018-07-31 11:52:16
26.0,2018-07-31 11:52:18
21.0,2018-07-31 11:52:19
27.5,2018-07-31 11:52:20
20.5,2018-07-31 11:52:22
12.5,2018-07-31 11:52:23
28.0,2018-07-31 11:52:24
18.59,2018-08-02 15:28:55
23.5,2018-08-02 15:28:59
17.0,2018-08-02 15:29:02
16.5,2018-08-02 15:29:05
22.5,2018-08-02 15:29:08
18.0,2018-08-02 15:29:10
18.0,2018-08-02 15:29:12
21.0,2018-08-02 15:29:14
13.5,2018-08-02 15:29:15
21.0,2018-08-02 15:29:17
20.5,2018-08-02 15:29:19
21.5,2018-08-02 15:29:21
19.0,2018-08-02 15:29:23
16.0,2018-08-02 15:29:25
27.0,2018-08-02 15:29:27
23.5,2018-08-02 15:29:28
23.0,2018-08-02 15:29:30
22.0,2018-08-02 15:29:32
14.5,2018-08-02 15:29:33
22.0,2018-08-02 15:29:35
17.09,2018-08-02 16:08:59
19.0,2018-08-02 16:09:02
14.5,2018-08-02 16:09:05
16.0,2018-08-02 16:09:09
17.5,2018-08-02 16:09:12
19.0,2018-08-02 16:09:14
26.5,2018-08-02 16:09:16
12.0,2018-08-02 16:09:19
12.5,2018-08-02 16:09:21
17.0,2018-08-02 16:09:23
17.0,2018-08-02 16:09:25
20.5,2018-08-02 16:09:27
10.5,2018-08-02 16:09:29
19.0,2018-08-02 16:09:32
15.0,2018-08-02 16:09:34
22.0,2018-08-02 16:09:36
23.0,2018-08-02 16:09:38
15.5,2018-08-02 16:09:40
13.5,2018-08-02 16:09:42
19.5,2018-08-02 16:09:43
15.09,2018-08-02 16:50:25
10.0,2018-08-02 16:50:27
16.0,2018-08-02 16:50:30
23.0,2018-08-02 16:50:32
23.0,2018-08-02 16:50:34
21.5,2018-08-02 16:50:36
25.0,2018-08-02 16:50:39
23.0,2018-08-02 16:50:41
23.5,2018-08-02 16:50:43
18.0,2018-08-02 16:50:45
13.0,2018-08-02 16:50:47
18.5,2018-08-02 16:50:49
18.0,2018-08-02 16:50:52
20.0,2018-08-02 16:50:54
16.0,2018-08-02 16:50:56
17.5,2018-08-02 16:50:58
20.5,2018-08-02 16:51:00
21.5,2018-08-02 16:51:02
21.5,2018-08-02 16:51:04
24.5,2018-08-02 16:51:07
19.09,2018-08-03 06:56:12
22.5,2018-08-03 06:56:15
24.5,2018-08-03 06:56:16
24.5,2018-08-03 06:56:18
19.5,2018-08-03 06:56:19
19.0,2018-08-03 06:56:21
24.0,2018-08-03 06:56:23
24.5,2018-08-03 06:56:25
17.0,2018-08-03 06:56:27
19.0,2018-08-03 06:56:29
23.5,2018-08-03 06:56:30
33.5,2018-08-03 06:56:32
25.0,2018-08-03 06:56:33
15.5,2018-08-03 06:56:35
21.0,2018-08-03 06:56:37
23.0,2018-08-03 06:56:38
19.5,2018-08-03 06:56:40
19.0,2018-08-03 06:56:42
28.5,2018-08-03 06:56:44
19.0,2018-08-03 06:56:48
16.09,2018-08-03 07:26:57
27.5,2018-08-03 07:26:59
18.5,2018-08-03 07:27:01
17.5,2018-08-03 07:27:04
20.0,2018-08-03 07:27:07
14.0,2018-08-03 07:27:09
22.5,2018-08-03 07:27:12
15.5,2018-08-03 07:27:13
22.5,2018-08-03 07:27:16
17.5,2018-08-03 07:27:23
18.5,2018-08-03 07:27:25
12.5,2018-08-03 07:27:27
30.0,2018-08-03 07:27:29
16.0,2018-08-03 07:27:31
23.5,2018-08-03 07:27:33
19.09,2018-08-03 08:08:26
20.0,2018-08-03 08:08:28
18.5,2018-08-03 08:08:30
19.5,2018-08-03 08:08:32
17.5,2018-08-03 08:08:33
21.5,2018-08-03 08:08:34
12.0,2018-08-03 08:08:36
12.5,2018-08-03 08:08:37
19.5,2018-08-03 08:08:39
23.5,2018-08-03 08:08:40
21.0,2018-08-03 08:08:42
17.5,2018-08-03 08:08:43
13.5,2018-08-03 08:08:45
21.5,2018-08-03 08:08:46
19.0,2018-08-03 08:08:47
17.0,2018-08-03 08:08:49
24.0,2018-08-03 08:08:50
20.0,2018-08-03 08:08:51
26.5,2018-08-03 08:08:52
29.5,2018-08-03 08:08:54
18.59,2018-08-03 09:20:16
14.0,2018-08-03 09:20:18
18.0,2018-08-03 09:20:19
17.0,2018-08-03 09:20:20
18.0,2018-08-03 09:20:22
12.0,2018-08-03 09:20:24
20.0,2018-08-03 09:20:25
18.0,2018-08-03 09:20:27
24.5,2018-08-03 09:20:29
22.5,2018-08-03 09:20:30
21.5,2018-08-03 09:20:32
19.5,2018-08-03 09:20:33
18.5,2018-08-03 09:20:35
20.0,2018-08-03 09:20:36
20.0,2018-08-03 09:20:38
18.0,2018-08-03 09:20:40
22.5,2018-08-03 09:20:41
20.0,2018-08-03 09:20:43
23.0,2018-08-03 09:20:44
27.5,2018-08-03 09:20:46
21.09,2018-08-03 09:54:31
21.5,2018-08-03 09:54:33
18.5,2018-08-03 09:54:35
20.5,2018-08-03 09:54:38
23.0,2018-08-03 09:54:40
27.5,2018-08-03 09:54:42
22.0,2018-08-03 09:54:44
18.5,2018-08-03 09:54:46
16.5,2018-08-03 09:54:50
23.09,2018-08-03 09:55:00
25.0,2018-08-03 09:55:03
16.5,2018-08-03 09:55:06
20.0,2018-08-03 09:55:08
16.5,2018-08-03 09:55:10
21.5,2018-08-03 09:55:13
19.5,2018-08-03 09:55:15
18.0,2018-08-03 09:55:17
24.5,2018-08-03 09:55:19
15.0,2018-08-03 09:55:21
20.0,2018-08-03 09:55:22
23.0,2018-08-03 09:55:24
18.5,2018-08-03 09:55:26
12.0,2018-08-03 09:55:28
20.59,2018-08-03 10:30:47
23.5,2018-08-03 10:30:50
27.0,2018-08-03 10:30:52
25.5,2018-08-03 10:30:54
25.5,2018-08-03 10:30:56
21.5,2018-08-03 10:30:58
23.0,2018-08-03 10:31:00
24.0,2018-08-03 10:31:02
23.0,2018-08-03 10:31:05
27.0,2018-08-03 10:31:07
26.0,2018-08-03 10:31:09
21.0,2018-08-03 10:31:12
22.0,2018-08-03 10:31:14
17.5,2018-08-03 10:31:16
19.0,2018-08-03 10:31:18
24.5,2018-08-03 10:31:20
23.5,2018-08-03 10:31:22
26.0,2018-08-03 10:31:24
23.0,2018-08-03 10:31:25
17.5,2018-08-03 10:31:27
