peso,fecha
16.59,2018-07-27 13:48:59
20.0,2018-07-27 13:49:01
17.0,2018-07-27 13:49:02
14.5,2018-07-27 13:49:04
14.0,2018-07-27 13:49:05
20.0,2018-07-27 13:49:07
13.5,2018-07-27 13:49:09
17.5,2018-07-27 13:49:11
18.0,2018-07-27 13:49:12
16.0,2018-07-27 13:49:13
20.0,2018-07-27 13:49:15
22.0,2018-07-27 13:49:16
21.5,2018-07-27 13:49:17
18.59,2018-07-30 07:40:32
19.5,2018-07-30 07:40:34
22.5,2018-07-30 07:40:37
26.5,2018-07-30 07:40:39
19.5,2018-07-30 07:40:41
18.5,2018-07-30 07:40:43
18.5,2018-07-30 07:40:45
13.5,2018-07-30 07:40:47
23.0,2018-07-30 07:40:50
15.5,2018-07-30 07:40:51
21.0,2018-07-30 07:40:53
21.5,2018-07-30 07:40:55
21.0,2018-07-30 07:40:57
24.5,2018-07-30 07:40:59
23.5,2018-07-30 07:41:01
19.5,2018-07-30 07:41:03
18.0,2018-07-30 07:41:05
28.0,2018-07-30 07:41:08
16.0,2018-07-30 07:41:10
19.5,2018-07-30 07:41:13
13.0,2018-07-30 07:41:15
23.0,2018-07-30 07:41:17
25.0,2018-07-30 07:41:19
13.5,2018-07-30 07:41:21
24.0,2018-07-30 07:41:23
16.0,2018-07-30 07:41:25
16.59,2018-07-30 08:39:03
25.5,2018-07-30 08:39:06
20.5,2018-07-30 08:39:10
22.0,2018-07-30 08:39:14
14.0,2018-07-30 08:39:23
19.5,2018-07-30 08:39:27
27.5,2018-07-30 08:39:30
16.5,2018-07-30 08:39:33
22.5,2018-07-30 08:39:36
23.0,2018-07-30 08:39:39
26.0,2018-07-30 08:39:41
31.5,2018-07-30 08:39:44
19.5,2018-07-30 08:39:46
22.0,2018-07-30 08:39:49
21.5,2018-07-30 08:39:51
24.5,2018-07-30 08:39:53
24.0,2018-07-30 08:39:55
17.0,2018-07-30 08:39:58
23.0,2018-07-30 08:39:59
20.5,2018-07-30 08:40:02
18.5,2018-07-30 08:40:04
15.5,2018-07-30 08:40:06
18.0,2018-07-30 08:40:08
16.0,2018-07-30 08:40:11
21.0,2018-07-30 08:40:13
28.5,2018-07-30 08:40:18
20.0,2018-07-30 08:40:23
19.09,2018-07-30 09:38:12
27.0,2018-07-30 09:38:15
21.5,2018-07-30 09:38:17
22.5,2018-07-30 09:38:19
23.5,2018-07-30 09:38:21
16.0,2018-07-30 09:38:23
24.0,2018-07-30 09:38:26
27.0,2018-07-30 09:38:29
16.0,2018-07-30 09:38:31
16.0,2018-07-30 09:38:34
22.5,2018-07-30 09:38:36
27.5,2018-07-30 09:38:38
26.0,2018-07-30 09:38:40
19.5,2018-07-30 09:38:42
34.0,2018-07-30 09:38:44
21.0,2018-07-30 09:38:45
25.0,2018-07-30 09:38:47
20.5,2018-07-30 09:38:48
15.5,2018-07-30 09:38:50
17.0,2018-07-30 09:38:51
24.5,2018-07-30 09:38:53
20.0,2018-07-30 09:38:54
26.5,2018-07-30 09:38:56
19.0,2018-07-30 09:38:57
26.0,2018-07-30 09:38:59
20.09,2018-07-30 10:18:32
18.0,2018-07-30 10:18:34
30.0,2018-07-30 10:18:36
25.0,2018-07-30 10:18:38
32.5,2018-07-30 10:18:40
19.0,2018-07-30 10:18:43
27.0,2018-07-30 10:18:46
26.5,2018-07-30 10:18:48
28.0,2018-07-30 10:18:51
13.0,2018-07-30 10:18:53
27.5,2018-07-30 10:18:56
20.5,2018-07-30 10:18:58
15.5,2018-07-30 10:19:00
26.5,2018-07-30 10:19:02
25.5,2018-07-30 10:19:04
33.5,2018-07-30 10:19:06
21.5,2018-07-30 10:19:08
28.5,2018-07-30 10:19:10
15.0,2018-07-30 10:19:11
24.5,2018-07-30 10:19:13
25.5,2018-07-30 10:19:15
32.0,2018-07-30 10:19:17
35.5,2018-07-30 10:19:19
27.5,2018-07-30 10:19:21
18.09,2018-07-30 11:12:56
20.0,2018-07-30 11:12:59
21.5,2018-07-30 11:13:01
26.5,2018-07-30 11:13:04
24.0,2018-07-30 11:13:06
36.0,2018-07-30 11:13:08
31.0,2018-07-30 11:13:11
23.5,2018-07-30 11:13:14
25.0,2018-07-30 11:13:17
18.5,2018-07-30 11:13:19
25.0,2018-07-30 11:13:21
23.5,2018-07-30 11:13:24
27.5,2018-07-30 11:13:26
8.0,2018-07-30 11:13:28
34.0,2018-07-30 11:13:30
18.0,2018-07-30 11:13:32
17.0,2018-07-30 11:13:34
24.0,2018-07-30 11:13:36
30.0,2018-07-30 11:13:38
23.0,2018-07-30 11:13:40
12.0,2018-07-30 11:13:41
29.0,2018-07-30 11:13:43
26.0,2018-07-30 11:13:45
17.5,2018-07-30 11:13:47
29.5,2018-07-30 11:13:49
15.59,2018-07-30 11:48:34
17.0,2018-07-30 11:48:36
19.0,2018-07-30 11:48:38
17.0,2018-07-30 11:48:40
36.5,2018-07-30 11:48:41
21.0,2018-07-30 11:48:43
21.5,2018-07-30 11:48:44
32.0,2018-07-30 11:48:46
21.0,2018-07-30 11:48:48
20.5,2018-07-30 11:48:50
14.5,2018-07-30 11:48:52
19.0,2018-07-30 11:48:53
23.5,2018-07-30 11:48:55
21.0,2018-07-30 11:48:57
23.5,2018-07-30 11:48:58
25.0,2018-07-30 11:49:00
19.5,2018-07-30 11:49:02
19.5,2018-07-30 11:49:03
15.5,2018-07-30 11:49:05
18.5,2018-07-30 11:49:06
16.5,2018-07-30 11:49:07
17.0,2018-07-30 11:49:09
33.0,2018-07-30 11:49:11
13.0,2018-07-30 11:49:12
15.0,2018-07-30 11:49:14
15.59,2018-07-30 14:00:47
28.5,2018-07-30 14:00:50
22.0,2018-07-30 14:00:53
18.5,2018-07-30 14:00:55
23.5,2018-07-30 14:01:00
34.0,2018-07-30 14:01:04
19.5,2018-07-30 14:01:07
15.0,2018-07-30 14:01:10
31.5,2018-07-30 14:01:13
22.0,2018-07-30 14:01:15
20.0,2018-07-30 14:01:18
22.0,2018-07-30 14:01:20
30.0,2018-07-30 14:01:22
18.0,2018-07-30 14:01:24
24.0,2018-07-30 14:01:26
16.0,2018-07-30 14:01:28
18.5,2018-07-30 14:01:30
15.0,2018-07-30 14:01:32
17.5,2018-07-30 14:01:34
23.0,2018-07-30 14:01:36
27.0,2018-07-30 14:01:38
21.5,2018-07-30 14:01:41
21.5,2018-07-30 14:01:45
14.59,2018-07-30 14:01:59
19.0,2018-07-30 14:02:02
22.5,2018-07-30 14:02:04
27.5,2018-07-30 14:02:06
19.0,2018-07-30 14:02:09
19.0,2018-07-30 14:02:11
15.0,2018-07-30 14:02:14
8.0,2018-07-30 14:02:16
23.0,2018-07-30 14:02:21
22.09,2018-07-30 15:01:31
14.0,2018-07-30 15:01:34
15.0,2018-07-30 15:01:36
21.5,2018-07-30 15:01:38
18.5,2018-07-30 15:01:40
23.5,2018-07-30 15:01:42
29.0,2018-07-30 15:01:44
25.5,2018-07-30 15:01:46
22.0,2018-07-30 15:01:48
18.0,2018-07-30 15:01:51
18.5,2018-07-30 15:01:54
20.0,2018-07-30 15:01:56
24.5,2018-07-30 15:01:58
15.0,2018-07-30 15:02:00
21.0,2018-07-30 15:02:02
26.0,2018-07-30 15:02:04
23.0,2018-07-30 15:02:06
31.0,2018-07-30 15:02:08
16.0,2018-07-30 15:02:10
23.0,2018-07-30 15:02:12
23.5,2018-07-30 15:02:14
17.0,2018-07-30 15:02:16
24.0,2018-07-30 15:02:18
24.0,2018-07-30 15:02:19
20.5,2018-07-30 15:02:21
27.5,2018-07-30 15:02:23
25.5,2018-07-30 15:02:25
22.5,2018-07-30 15:02:28
29.0,2018-07-30 15:02:30
22.5,2018-07-30 15:02:32
16.5,2018-07-30 15:02:34
22.0,2018-07-30 15:02:37
26.5,2018-07-30 15:02:40
22.5,2018-07-30 15:02:42
22.5,2018-07-30 15:02:47
29.09,2018-07-30 16:03:32
14.5,2018-07-30 16:03:34
21.0,2018-07-30 16:03:35
15.0,2018-07-30 16:03:37
12.5,2018-07-30 16:03:38
23.0,2018-07-30 16:03:40
15.5,2018-07-30 16:03:41
24.5,2018-07-30 16:03:43
