peso,fecha
19.09,2018-08-02 13:07:02
24.5,2018-08-02 13:07:05
31.5,2018-08-02 13:07:07
33.5,2018-08-02 13:07:09
19.0,2018-08-02 13:07:11
31.0,2018-08-02 13:07:13
31.0,2018-08-02 13:07:15
30.5,2018-08-02 13:07:18
30.0,2018-08-02 13:07:20
26.0,2018-08-02 13:07:22
30.0,2018-08-02 13:07:24
24.5,2018-08-02 13:07:26
25.0,2018-08-02 13:07:29
25.5,2018-08-02 13:07:31
21.5,2018-08-02 13:07:33
29.5,2018-08-02 13:07:35
39.0,2018-08-02 13:07:37
34.0,2018-08-02 13:07:39
24.5,2018-08-02 13:07:41
26.0,2018-08-02 13:07:43
21.5,2018-08-02 13:07:45
29.5,2018-08-02 13:07:47
30.5,2018-08-02 13:07:50
24.5,2018-08-02 13:07:52
23.0,2018-08-02 13:07:54
25.59,2018-08-02 13:15:23
31.0,2018-08-02 13:15:31
24.5,2018-08-02 13:15:34
19.0,2018-08-02 13:15:37
19.0,2018-08-02 13:15:40
27.5,2018-08-02 13:15:44
27.0,2018-08-02 13:15:50
24.5,2018-08-02 13:15:52
13.5,2018-08-02 13:15:54
23.0,2018-08-02 13:15:56
23.5,2018-08-02 13:15:58
27.59,2018-08-02 14:14:58
27.0,2018-08-02 14:15:03
29.5,2018-08-02 14:15:10
27.5,2018-08-02 14:15:16
21.0,2018-08-02 14:15:20
30.5,2018-08-02 14:15:26
28.5,2018-08-02 14:15:33
32.5,2018-08-02 14:15:39
31.0,2018-08-02 14:15:43
29.0,2018-08-02 14:15:47
19.0,2018-08-02 14:15:50
22.0,2018-08-02 14:15:53
29.0,2018-08-02 14:15:56
26.0,2018-08-02 14:15:58
29.5,2018-08-02 14:16:01
29.0,2018-08-02 14:16:03
9.0,2018-08-02 14:16:07
21.0,2018-08-02 14:16:13
13.59,2018-08-02 14:16:30
19.09,2018-08-02 14:16:45
32.0,2018-08-02 14:16:48
25.5,2018-08-02 14:16:51
32.5,2018-08-02 14:16:53
20.5,2018-08-02 14:16:55
29.5,2018-08-02 14:16:57
26.0,2018-08-02 14:16:59
33.59,2018-08-02 15:03:29
36.0,2018-08-02 15:03:32
29.0,2018-08-02 15:03:34
29.0,2018-08-02 15:03:36
28.5,2018-08-02 15:03:37
28.0,2018-08-02 15:03:39
25.5,2018-08-02 15:03:41
27.5,2018-08-02 15:03:43
33.5,2018-08-02 15:03:46
22.5,2018-08-02 15:03:48
16.0,2018-08-02 15:03:51
28.0,2018-08-02 15:03:54
35.5,2018-08-02 15:03:56
29.5,2018-08-02 15:03:59
33.5,2018-08-02 15:04:02
23.0,2018-08-02 15:04:05
32.0,2018-08-02 15:04:07
26.0,2018-08-02 15:04:10
23.0,2018-08-02 15:04:12
40.5,2018-08-02 15:04:15
33.5,2018-08-02 15:04:17
27.0,2018-08-02 15:04:19
30.0,2018-08-02 15:04:21
23.59,2018-08-02 15:34:02
20.5,2018-08-02 15:34:05
27.0,2018-08-02 15:34:08
22.5,2018-08-02 15:34:11
22.5,2018-08-02 15:34:14
25.5,2018-08-02 15:34:17
23.5,2018-08-02 15:34:20
28.0,2018-08-02 15:34:22
20.5,2018-08-02 15:34:24
24.5,2018-08-02 15:34:25
10.5,2018-08-02 15:34:27
23.5,2018-08-02 15:34:29
23.5,2018-08-02 15:34:30
27.5,2018-08-02 15:34:32
28.5,2018-08-02 15:34:34
20.5,2018-08-02 15:34:35
21.5,2018-08-02 15:34:37
27.5,2018-08-02 15:34:38
21.0,2018-08-02 15:34:40
36.59,2018-08-02 15:45:51
31.5,2018-08-02 15:45:54
34.5,2018-08-02 15:45:56
36.0,2018-08-02 15:45:58
27.0,2018-08-02 15:46:00
27.0,2018-08-02 15:46:02
22.0,2018-08-02 15:46:04
34.0,2018-08-02 15:46:06
25.5,2018-08-02 15:46:08
25.5,2018-08-02 15:46:09
29.5,2018-08-02 15:46:11
26.5,2018-08-02 15:46:13
31.0,2018-08-02 15:46:14
37.5,2018-08-02 15:46:16
32.5,2018-08-02 15:46:18
29.5,2018-08-02 15:46:20
32.0,2018-08-02 15:46:22
25.5,2018-08-02 15:46:25
32.5,2018-08-02 15:46:28
33.5,2018-08-02 15:46:30
25.5,2018-08-02 15:46:33
23.0,2018-08-02 15:46:35
33.0,2018-08-02 15:46:38
23.5,2018-08-02 15:46:40
34.59,2018-08-02 16:34:52
34.5,2018-08-02 16:34:55
34.5,2018-08-02 16:34:58
28.0,2018-08-02 16:35:00
35.0,2018-08-02 16:35:02
25.5,2018-08-02 16:35:05
19.5,2018-08-02 16:35:08
29.5,2018-08-02 16:35:11
28.0,2018-08-02 16:35:14
24.0,2018-08-02 16:35:16
33.0,2018-08-02 16:35:19
39.5,2018-08-02 16:35:22
27.0,2018-08-02 16:35:24
28.0,2018-08-02 16:35:26
23.0,2018-08-02 16:35:29
25.5,2018-08-02 16:35:31
25.5,2018-08-02 16:35:34
28.0,2018-08-02 16:35:36
24.0,2018-08-02 16:35:39
28.0,2018-08-02 16:35:41
37.0,2018-08-02 16:35:44
27.5,2018-08-02 16:35:46
37.5,2018-08-02 16:35:48
33.5,2018-08-02 16:35:50
29.0,2018-08-02 16:35:52
31.59,2018-08-02 17:11:42
28.0,2018-08-02 17:11:44
33.5,2018-08-02 17:11:45
38.0,2018-08-02 17:11:47
31.0,2018-08-02 17:11:49
26.0,2018-08-02 17:11:50
25.5,2018-08-02 17:11:52
31.5,2018-08-02 17:11:54
28.0,2018-08-02 17:11:55
20.5,2018-08-02 17:11:57
24.5,2018-08-02 17:11:59
24.0,2018-08-02 17:12:00
31.5,2018-08-02 17:12:02
30.5,2018-08-02 17:12:03
33.0,2018-08-02 17:12:05
30.5,2018-08-02 17:12:06
25.0,2018-08-02 17:12:08
17.0,2018-08-02 17:12:10
25.5,2018-08-02 17:12:12
28.5,2018-08-02 17:12:15
29.0,2018-08-02 17:12:18
33.59,2018-08-03 07:10:35
17.0,2018-08-03 07:10:37
