peso,fecha
16.59,2018-07-27 07:40:21
29.0,2018-07-27 07:40:24
24.5,2018-07-27 07:40:27
28.0,2018-07-27 07:40:30
20.0,2018-07-27 07:40:32
26.0,2018-07-27 07:40:34
21.0,2018-07-27 07:40:37
27.5,2018-07-27 07:40:40
26.0,2018-07-27 07:40:44
15.0,2018-07-27 07:40:47
22.0,2018-07-27 07:40:50
26.5,2018-07-27 07:40:52
23.0,2018-07-27 07:40:55
32.5,2018-07-27 07:40:58
26.0,2018-07-27 07:41:01
28.5,2018-07-27 07:41:03
22.5,2018-07-27 07:41:05
16.0,2018-07-27 07:41:07
22.5,2018-07-27 07:41:09
18.5,2018-07-27 07:41:12
20.0,2018-07-27 07:41:15
21.0,2018-07-27 07:41:17
16.5,2018-07-27 07:41:19
22.0,2018-07-27 07:41:22
36.5,2018-07-27 07:41:24
26.0,2018-07-27 07:41:26
26.0,2018-07-27 07:41:28
22.09,2018-07-27 09:57:07
25.5,2018-07-27 09:57:10
29.5,2018-07-27 09:57:12
25.0,2018-07-27 09:57:14
30.0,2018-07-27 09:57:15
17.5,2018-07-27 09:57:16
17.5,2018-07-27 09:57:18
22.0,2018-07-27 09:57:19
28.0,2018-07-27 09:57:20
28.5,2018-07-27 09:57:21
20.5,2018-07-27 09:57:22
22.5,2018-07-27 09:57:23
22.5,2018-07-27 09:57:24
20.0,2018-07-27 09:57:25
19.0,2018-07-27 09:57:26
21.5,2018-07-27 09:57:27
27.0,2018-07-27 09:57:28
21.5,2018-07-27 09:57:29
15.0,2018-07-27 09:57:30
26.0,2018-07-27 09:57:31
24.0,2018-07-27 09:57:32
20.5,2018-07-27 09:57:33
11.0,2018-07-27 09:57:34
25.5,2018-07-27 09:57:35
24.5,2018-07-27 09:57:36
27.5,2018-07-27 09:57:37
25.0,2018-07-27 09:57:38
32.0,2018-07-27 09:57:39
26.5,2018-07-27 09:57:40
29.0,2018-07-27 09:57:41
26.0,2018-07-27 09:57:43
27.59,2018-07-27 10:39:37
28.0,2018-07-27 10:39:39
17.0,2018-07-27 10:39:42
21.5,2018-07-27 10:39:44
23.5,2018-07-27 10:39:46
24.5,2018-07-27 10:39:48
22.5,2018-07-27 10:39:50
24.5,2018-07-27 10:39:52
21.5,2018-07-27 10:39:54
22.5,2018-07-27 10:39:56
20.5,2018-07-27 10:39:57
19.0,2018-07-27 10:39:59
27.0,2018-07-27 10:40:01
14.0,2018-07-27 10:40:03
15.5,2018-07-27 10:40:05
21.5,2018-07-27 10:40:06
28.5,2018-07-27 10:40:08
29.5,2018-07-27 10:40:09
30.5,2018-07-27 10:40:11
26.5,2018-07-27 10:40:13
32.5,2018-07-27 10:40:14
22.5,2018-07-27 10:40:16
18.0,2018-07-27 10:40:18
22.5,2018-07-27 10:40:19
23.0,2018-07-27 10:40:21
23.09,2018-07-27 11:21:50
23.5,2018-07-27 11:21:53
18.0,2018-07-27 11:21:55
19.0,2018-07-27 11:21:57
17.5,2018-07-27 11:21:59
17.0,2018-07-27 11:22:02
28.0,2018-07-27 11:22:04
24.5,2018-07-27 11:22:06
31.0,2018-07-27 11:22:08
31.0,2018-07-27 11:22:10
21.5,2018-07-27 11:22:12
21.0,2018-07-27 11:22:14
34.0,2018-07-27 11:22:16
30.5,2018-07-27 11:22:18
23.5,2018-07-27 11:22:20
30.5,2018-07-27 11:22:21
32.5,2018-07-27 11:22:23
23.5,2018-07-27 11:22:25
19.0,2018-07-27 11:22:27
29.5,2018-07-27 11:22:29
26.5,2018-07-27 11:22:30
25.5,2018-07-27 11:22:32
28.5,2018-07-27 11:22:34
21.5,2018-07-27 11:22:36
36.59,2018-07-27 13:40:18
24.5,2018-07-27 13:40:20
27.5,2018-07-27 13:40:22
16.5,2018-07-27 13:40:24
25.5,2018-07-27 13:40:26
29.0,2018-07-27 13:40:29
22.5,2018-07-27 13:40:31
24.5,2018-07-27 13:40:34
26.0,2018-07-27 13:40:37
22.0,2018-07-27 13:40:39
25.0,2018-07-27 13:40:41
26.5,2018-07-27 13:40:42
30.5,2018-07-27 13:40:44
20.5,2018-07-27 13:40:46
26.0,2018-07-27 13:40:47
37.5,2018-07-27 13:40:49
24.5,2018-07-27 13:40:50
30.5,2018-07-27 13:40:52
27.5,2018-07-27 13:40:53
22.0,2018-07-27 13:40:55
16.0,2018-07-27 13:40:56
29.0,2018-07-27 13:40:58
20.5,2018-07-27 13:41:00
21.0,2018-07-27 13:41:01
24.0,2018-07-27 13:41:02
32.5,2018-07-27 13:41:04
27.09,2018-07-27 14:03:44
17.5,2018-07-27 14:03:47
28.5,2018-07-27 14:03:48
22.5,2018-07-27 14:03:50
26.5,2018-07-27 14:03:52
29.5,2018-07-27 14:03:54
27.5,2018-07-27 14:03:56
