peso,fecha
23.09,2018-07-27 07:08:58
30.5,2018-07-27 07:09:01
19.5,2018-07-27 07:09:02
25.5,2018-07-27 07:09:04
26.5,2018-07-27 07:09:06
26.0,2018-07-27 07:09:08
26.5,2018-07-27 07:09:10
25.5,2018-07-27 07:09:12
27.0,2018-07-27 07:09:14
27.0,2018-07-27 07:09:16
29.0,2018-07-27 07:09:18
31.0,2018-07-27 07:09:21
29.0,2018-07-27 07:09:23
29.5,2018-07-27 07:09:25
24.5,2018-07-27 07:09:27
26.0,2018-07-27 07:09:29
35.0,2018-07-27 07:09:31
35.0,2018-07-27 07:09:33
27.0,2018-07-27 07:09:34
28.0,2018-07-27 07:09:36
32.59,2018-07-27 07:37:18
29.5,2018-07-27 07:37:20
27.5,2018-07-27 07:37:22
26.5,2018-07-27 07:37:24
24.5,2018-07-27 07:37:26
18.5,2018-07-27 07:37:27
25.0,2018-07-27 07:37:29
23.0,2018-07-27 07:37:31
32.5,2018-07-27 07:37:33
31.5,2018-07-27 07:37:35
25.0,2018-07-27 07:37:36
23.5,2018-07-27 07:37:38
24.5,2018-07-27 07:37:40
28.5,2018-07-27 07:37:42
27.0,2018-07-27 07:37:43
25.0,2018-07-27 07:37:45
28.0,2018-07-27 07:37:47
34.0,2018-07-27 07:37:48
28.5,2018-07-27 07:37:50
30.0,2018-07-27 07:37:51
29.09,2018-07-27 09:15:23
26.5,2018-07-27 09:15:25
23.5,2018-07-27 09:15:26
25.0,2018-07-27 09:15:28
25.0,2018-07-27 09:15:29
18.5,2018-07-27 09:15:31
29.0,2018-07-27 09:15:32
30.5,2018-07-27 09:15:34
28.0,2018-07-27 09:15:35
24.0,2018-07-27 09:15:37
23.5,2018-07-27 09:15:38
23.0,2018-07-27 09:15:40
24.5,2018-07-27 09:15:41
27.5,2018-07-27 09:15:43
20.5,2018-07-27 09:15:44
27.0,2018-07-27 09:15:46
24.5,2018-07-27 09:15:47
28.5,2018-07-27 09:15:48
24.0,2018-07-27 09:15:50
28.09,2018-07-27 09:50:31
25.5,2018-07-27 09:50:33
22.0,2018-07-27 09:50:35
14.0,2018-07-27 09:50:36
28.5,2018-07-27 09:50:38
15.5,2018-07-27 09:50:39
25.5,2018-07-27 09:50:41
27.5,2018-07-27 09:50:43
25.5,2018-07-27 09:50:44
13.5,2018-07-27 09:50:46
27.5,2018-07-27 09:50:47
23.5,2018-07-27 09:50:49
29.0,2018-07-27 09:50:51
22.5,2018-07-27 09:50:52
29.0,2018-07-27 09:50:54
29.0,2018-07-27 09:50:55
37.0,2018-07-27 09:50:56
24.0,2018-07-27 09:50:58
29.0,2018-07-27 09:50:59
26.5,2018-07-27 09:51:00
25.09,2018-07-27 10:22:37
26.5,2018-07-27 10:22:39
27.5,2018-07-27 10:22:41
29.5,2018-07-27 10:22:42
24.0,2018-07-27 10:22:44
30.5,2018-07-27 10:22:46
24.0,2018-07-27 10:22:48
30.5,2018-07-27 10:22:50
28.5,2018-07-27 10:22:52
32.5,2018-07-27 10:22:53
24.5,2018-07-27 10:22:55
23.5,2018-07-27 10:22:57
29.5,2018-07-27 10:22:58
29.5,2018-07-27 10:23:00
33.0,2018-07-27 10:23:02
15.5,2018-07-27 10:23:03
13.0,2018-07-27 10:23:05
20.5,2018-07-27 10:23:07
28.0,2018-07-27 10:23:08
32.0,2018-07-27 10:23:10
24.59,2018-07-27 11:09:23
24.5,2018-07-27 11:09:25
34.0,2018-07-27 11:09:27
12.5,2018-07-27 11:09:28
17.0,2018-07-27 11:09:30
27.5,2018-07-27 11:09:31
22.0,2018-07-27 11:09:33
25.5,2018-07-27 11:09:34
21.5,2018-07-27 11:09:36
27.0,2018-07-27 11:09:37
25.5,2018-07-27 11:09:39
27.5,2018-07-27 11:09:41
22.5,2018-07-27 11:09:42
30.0,2018-07-27 11:09:44
26.0,2018-07-27 11:09:46
31.0,2018-07-27 11:09:47
32.5,2018-07-27 11:09:49
36.0,2018-07-27 11:09:50
13.0,2018-07-27 11:09:51
19.0,2018-07-27 11:09:53
21.59,2018-07-27 11:48:38
23.0,2018-07-27 11:48:40
26.5,2018-07-27 11:48:42
27.0,2018-07-27 11:48:46
24.5,2018-07-27 11:48:49
14.0,2018-07-27 11:48:52
23.5,2018-07-27 11:48:54
27.0,2018-07-27 11:48:57
28.5,2018-07-27 11:48:59
13.0,2018-07-27 11:49:01
21.0,2018-07-27 11:49:03
23.5,2018-07-27 11:49:05
27.5,2018-07-27 11:49:06
23.5,2018-07-27 11:49:08
21.0,2018-07-27 11:49:10
15.0,2018-07-27 11:49:11
27.0,2018-07-27 11:49:12
23.0,2018-07-27 11:49:14
23.5,2018-07-27 11:49:15
20.0,2018-07-27 11:49:16
21.59,2018-07-27 13:32:50
26.0,2018-07-27 13:32:52
19.0,2018-07-27 13:32:53
29.0,2018-07-27 13:32:55
23.0,2018-07-27 13:32:57
25.0,2018-07-27 13:32:59
26.0,2018-07-27 13:33:00
26.0,2018-07-27 13:33:02
23.0,2018-07-27 13:33:04
17.5,2018-07-27 13:33:05
21.5,2018-07-27 13:33:07
29.5,2018-07-27 13:33:08
13.5,2018-07-27 13:33:10
21.5,2018-07-27 13:33:11
20.5,2018-07-27 13:33:13
28.59,2018-08-02 12:40:15
25.0,2018-08-02 12:40:17
26.5,2018-08-02 12:40:19
27.0,2018-08-02 12:40:21
24.0,2018-08-02 12:40:22
25.5,2018-08-02 12:40:24
26.5,2018-08-02 12:40:25
28.5,2018-08-02 12:40:27
26.5,2018-08-02 12:40:29
32.5,2018-08-02 12:40:31
29.0,2018-08-02 12:40:32
17.0,2018-08-02 12:40:34
28.0,2018-08-02 12:40:36
30.0,2018-08-02 12:40:37
22.5,2018-08-02 12:40:39
27.0,2018-08-02 12:40:41
21.0,2018-08-02 12:40:42
29.5,2018-08-02 12:40:44
27.5,2018-08-02 12:40:45
28.5,2018-08-02 12:40:47
26.09,2018-08-02 13:03:38
31.5,2018-08-02 13:03:40
27.0,2018-08-02 13:03:41
30.0,2018-08-02 13:03:43
26.0,2018-08-02 13:03:45
20.5,2018-08-02 13:03:46
21.5,2018-08-02 13:03:47
22.0,2018-08-02 13:03:49
23.0,2018-08-02 13:03:50
27.0,2018-08-02 13:03:52
21.5,2018-08-02 13:03:53
33.0,2018-08-02 13:03:55
27.5,2018-08-02 13:03:57
34.0,2018-08-02 13:03:58
24.0,2018-08-02 13:03:59
26.5,2018-08-02 13:04:01
30.0,2018-08-02 13:04:02
29.0,2018-08-02 13:04:04
18.0,2018-08-02 13:04:05
20.0,2018-08-02 13:04:07
32.09,2018-08-02 13:37:59
25.5,2018-08-02 13:38:01
32.5,2018-08-02 13:38:03
22.5,2018-08-02 13:38:04
22.0,2018-08-02 13:38:06
22.0,2018-08-02 13:38:08
18.5,2018-08-02 13:38:09
21.0,2018-08-02 13:38:11
27.0,2018-08-02 13:38:12
25.5,2018-08-02 13:38:14
23.5,2018-08-02 13:38:16
25.5,2018-08-02 13:38:17
25.0,2018-08-02 13:38:19
32.0,2018-08-02 13:38:20
28.5,2018-08-02 13:38:22
26.0,2018-08-02 13:38:24
24.5,2018-08-02 13:38:25
18.5,2018-08-02 13:38:26
32.59,2018-08-02 14:17:27
21.0,2018-08-02 14:17:29
25.0,2018-08-02 14:17:31
28.0,2018-08-02 14:17:32
22.0,2018-08-02 14:17:34
26.0,2018-08-02 14:17:36
23.5,2018-08-02 14:17:37
29.0,2018-08-02 14:17:39
27.5,2018-08-02 14:17:41
26.0,2018-08-02 14:17:43
21.0,2018-08-02 14:17:45
