peso,fecha
37.59,2018-07-31 07:19:36
24.0,2018-07-31 07:19:38
22.5,2018-07-31 07:19:40
24.0,2018-07-31 07:19:42
30.0,2018-07-31 07:19:44
28.5,2018-07-31 07:19:46
27.0,2018-07-31 07:19:48
35.0,2018-07-31 07:19:50
36.0,2018-07-31 07:19:52
27.5,2018-07-31 07:19:53
32.5,2018-07-31 07:19:55
16.5,2018-07-31 07:19:57
23.5,2018-07-31 07:19:58
26.5,2018-07-31 07:20:00
19.5,2018-07-31 07:20:02
34.5,2018-07-31 07:20:03
18.0,2018-07-31 07:20:05
14.0,2018-07-31 07:20:06
19.0,2018-07-31 07:20:08
28.0,2018-07-31 07:20:09
26.09,2018-07-31 07:54:30
21.5,2018-07-31 07:54:33
20.0,2018-07-31 07:54:35
21.5,2018-07-31 07:54:37
24.5,2018-07-31 07:54:39
19.5,2018-07-31 07:54:41
34.5,2018-07-31 07:54:43
23.5,2018-07-31 07:54:45
26.5,2018-07-31 07:54:47
24.0,2018-07-31 07:54:49
27.5,2018-07-31 07:54:51
31.5,2018-07-31 07:54:53
27.5,2018-07-31 07:54:55
21.0,2018-07-31 07:54:57
24.0,2018-07-31 07:54:58
30.0,2018-07-31 07:55:00
17.5,2018-07-31 07:55:02
10.0,2018-07-31 07:55:03
20.09,2018-07-31 09:31:03
20.0,2018-07-31 09:31:05
19.5,2018-07-31 09:31:07
32.5,2018-07-31 09:31:09
21.5,2018-07-31 09:31:11
28.0,2018-07-31 09:31:12
29.0,2018-07-31 09:31:14
16.5,2018-07-31 09:31:16
20.0,2018-07-31 09:31:17
20.0,2018-07-31 09:31:19
17.0,2018-07-31 09:31:20
34.0,2018-07-31 09:31:22
18.5,2018-07-31 09:31:24
17.5,2018-07-31 09:31:25
28.5,2018-07-31 09:31:27
30.0,2018-07-31 09:31:28
24.5,2018-07-31 09:31:29
33.0,2018-07-31 09:31:31
25.0,2018-07-31 09:31:32
27.59,2018-07-31 10:17:56
16.5,2018-07-31 10:17:58
26.0,2018-07-31 10:18:01
23.0,2018-07-31 10:18:03
30.5,2018-07-31 10:18:06
13.5,2018-07-31 10:18:08
21.0,2018-07-31 10:18:10
29.5,2018-07-31 10:18:12
17.0,2018-07-31 10:18:14
26.0,2018-07-31 10:18:16
24.0,2018-07-31 10:18:18
30.0,2018-07-31 10:18:20
25.0,2018-07-31 10:18:23
27.0,2018-07-31 10:18:24
19.5,2018-07-31 10:18:26
29.5,2018-07-31 10:18:28
20.0,2018-07-31 10:18:29
20.0,2018-07-31 10:18:31
22.0,2018-07-31 10:18:33
24.0,2018-07-31 10:18:34
32.59,2018-07-31 11:09:54
14.5,2018-07-31 11:09:57
15.5,2018-07-31 11:09:59
27.0,2018-07-31 11:10:01
29.0,2018-07-31 11:10:03
21.0,2018-07-31 11:10:06
26.0,2018-07-31 11:10:08
13.5,2018-07-31 11:10:10
19.5,2018-07-31 11:10:12
29.0,2018-07-31 11:10:14
28.5,2018-07-31 11:10:16
35.5,2018-07-31 11:10:18
16.5,2018-07-31 11:10:19
21.0,2018-07-31 11:10:21
24.0,2018-07-31 11:10:23
18.5,2018-07-31 11:10:25
13.0,2018-07-31 11:10:27
30.0,2018-07-31 11:10:28
30.5,2018-07-31 11:10:30
25.0,2018-07-31 11:10:32
32.5,2018-07-31 11:10:33
20.09,2018-08-02 13:12:13
21.5,2018-08-02 13:12:18
26.5,2018-08-02 13:12:24
27.0,2018-08-02 13:12:31
28.5,2018-08-02 13:12:35
23.5,2018-08-02 13:12:41
31.0,2018-08-02 13:12:48
32.5,2018-08-02 13:12:51
12.0,2018-08-02 13:12:54
28.5,2018-08-02 13:12:57
33.5,2018-08-02 13:12:59
28.5,2018-08-02 13:13:01
16.0,2018-08-02 13:13:04
17.0,2018-08-02 13:13:06
28.5,2018-08-02 13:13:09
17.0,2018-08-02 13:13:11
33.0,2018-08-02 13:13:13
32.0,2018-08-02 13:13:15
8.5,2018-08-02 13:13:17
27.0,2018-08-02 13:13:20
19.0,2018-08-02 13:13:21
29.59,2018-08-02 14:32:16
22.5,2018-08-02 14:32:18
14.5,2018-08-02 14:32:20
30.0,2018-08-02 14:32:22
29.0,2018-08-02 14:32:24
11.0,2018-08-02 14:32:26
25.5,2018-08-02 14:32:28
15.0,2018-08-02 14:32:30
23.5,2018-08-02 14:32:32
23.5,2018-08-02 14:32:34
24.0,2018-08-02 14:32:36
27.5,2018-08-02 14:32:38
26.0,2018-08-02 14:32:39
26.0,2018-08-02 14:32:41
19.0,2018-08-02 14:32:43
18.0,2018-08-02 14:32:44
16.0,2018-08-02 14:32:46
22.5,2018-08-02 14:32:47
11.5,2018-08-02 14:32:48
18.0,2018-08-02 14:32:50
24.59,2018-08-02 15:12:21
22.5,2018-08-02 15:12:24
19.0,2018-08-02 15:12:26
14.0,2018-08-02 15:12:29
17.5,2018-08-02 15:12:31
19.5,2018-08-02 15:12:34
14.0,2018-08-02 15:12:36
23.5,2018-08-02 15:12:38
13.5,2018-08-02 15:12:41
13.5,2018-08-02 15:12:43
11.0,2018-08-02 15:12:46
32.0,2018-08-02 15:12:49
24.0,2018-08-02 15:12:51
18.0,2018-08-02 15:12:53
23.0,2018-08-02 15:12:56
25.0,2018-08-02 15:13:01
19.0,2018-08-02 15:13:06
28.5,2018-08-02 15:13:10
20.09,2018-08-02 15:14:04
19.5,2018-08-02 15:14:05
23.09,2018-08-02 16:40:34
25.5,2018-08-02 16:40:42
30.5,2018-08-02 16:40:45
21.5,2018-08-02 16:40:48
28.0,2018-08-02 16:40:51
44.0,2018-08-02 16:40:53
28.59,2018-08-02 16:40:56
24.0,2018-08-02 16:40:58
23.0,2018-08-02 16:41:00
31.5,2018-08-02 16:41:03
24.5,2018-08-02 16:41:05
27.5,2018-08-02 16:41:08
17.0,2018-08-02 16:41:10
25.0,2018-08-02 16:41:12
16.5,2018-08-02 16:41:14
15.0,2018-08-02 16:41:16
28.0,2018-08-02 16:41:19
15.5,2018-08-02 16:41:21
35.5,2018-08-02 16:41:23
14.5,2018-08-02 16:41:25
