peso,fecha
24.59,2018-07-27 11:10:30
24.0,2018-07-27 11:10:32
22.5,2018-07-27 11:10:35
29.5,2018-07-27 11:10:37
23.5,2018-07-27 11:10:39
21.5,2018-07-27 11:10:42
24.5,2018-07-27 11:10:44
20.5,2018-07-27 11:10:46
20.0,2018-07-27 11:10:48
21.5,2018-07-27 11:10:50
23.0,2018-07-27 11:10:52
26.5,2018-07-27 11:10:53
26.5,2018-07-27 11:10:55
21.5,2018-07-27 11:10:57
26.5,2018-07-27 11:10:59
22.0,2018-07-27 11:11:01
26.5,2018-07-27 11:11:02
23.5,2018-07-27 11:11:04
32.0,2018-07-27 11:11:06
28.09,2018-07-27 13:41:19
20.0,2018-07-27 13:41:20
16.0,2018-07-27 13:41:22
24.5,2018-07-27 13:41:24
26.0,2018-07-27 13:41:26
27.5,2018-07-27 13:41:27
23.0,2018-07-27 13:41:28
19.5,2018-07-27 13:41:30
24.0,2018-07-27 13:41:31
31.0,2018-07-27 13:41:33
23.0,2018-07-27 13:41:35
26.0,2018-07-27 13:41:36
25.0,2018-07-27 13:41:38
20.0,2018-07-27 13:41:39
25.0,2018-07-27 13:41:41
25.5,2018-07-27 13:41:42
15.5,2018-07-27 13:41:44
19.0,2018-07-27 13:41:47
23.5,2018-07-27 13:41:50
31.5,2018-07-27 13:41:51
19.0,2018-07-27 13:41:53
21.5,2018-07-27 13:41:55
28.0,2018-07-27 13:41:56
15.5,2018-07-27 13:41:58
25.0,2018-07-27 13:42:00
26.09,2018-07-27 13:57:36
19.5,2018-07-27 13:57:39
26.0,2018-07-27 13:57:43
20.5,2018-07-27 13:57:46
20.0,2018-07-27 13:57:48
18.0,2018-07-27 13:57:53
25.0,2018-07-27 13:58:00
24.5,2018-07-27 13:58:05
16.0,2018-07-27 13:58:09
21.0,2018-07-27 13:58:12
14.0,2018-07-27 13:58:14
20.5,2018-07-27 13:58:16
14.0,2018-07-27 13:58:18
30.5,2018-07-27 13:58:21
29.5,2018-07-27 13:58:23
29.0,2018-07-27 13:58:25
14.5,2018-07-27 13:58:28
27.0,2018-07-27 13:58:29
20.5,2018-07-27 13:58:32
22.0,2018-07-27 13:58:34
22.0,2018-07-27 13:58:36
24.09,2018-07-30 15:21:29
18.0,2018-07-30 15:21:31
24.0,2018-07-30 15:21:33
18.0,2018-07-30 15:21:35
20.0,2018-07-30 15:21:36
19.5,2018-07-30 15:21:38
24.0,2018-07-30 15:21:40
22.0,2018-07-30 15:21:41
24.5,2018-07-30 15:21:44
31.0,2018-07-30 15:21:45
17.5,2018-07-30 15:21:47
24.5,2018-07-30 15:21:49
17.5,2018-07-30 15:21:50
21.0,2018-07-30 15:21:52
16.5,2018-07-30 15:21:54
19.0,2018-07-30 15:21:56
21.5,2018-07-30 15:21:57
21.5,2018-07-30 15:21:59
18.0,2018-07-30 15:22:01
21.5,2018-07-30 15:22:03
19.0,2018-07-30 15:22:04
14.5,2018-07-30 15:22:06
20.0,2018-07-30 15:22:07
27.0,2018-07-30 15:22:09
15.0,2018-07-30 15:22:11
20.5,2018-07-30 15:22:13
20.59,2018-07-30 15:59:04
25.0,2018-07-30 15:59:07
19.5,2018-07-30 15:59:09
32.0,2018-07-30 15:59:11
22.0,2018-07-30 15:59:13
23.5,2018-07-30 15:59:15
24.0,2018-07-30 15:59:17
15.5,2018-07-30 15:59:20
19.5,2018-07-30 15:59:22
23.0,2018-07-30 15:59:25
27.5,2018-07-30 15:59:28
22.5,2018-07-30 15:59:30
32.5,2018-07-30 15:59:33
26.0,2018-07-30 15:59:35
26.5,2018-07-30 15:59:37
25.0,2018-07-30 15:59:40
20.5,2018-07-30 15:59:42
29.5,2018-07-30 15:59:44
15.5,2018-07-30 15:59:46
21.0,2018-07-30 15:59:49
17.0,2018-07-30 15:59:51
20.0,2018-07-30 15:59:53
26.5,2018-07-30 15:59:55
26.5,2018-07-30 15:59:57
28.5,2018-07-30 15:59:59
12.59,2018-07-30 16:33:55
16.5,2018-07-30 16:33:57
22.5,2018-07-30 16:33:59
28.5,2018-07-30 16:34:00
28.5,2018-07-30 16:34:02
26.0,2018-07-30 16:34:04
18.5,2018-07-30 16:34:05
13.5,2018-07-30 16:34:07
23.5,2018-07-30 16:34:09
26.5,2018-07-30 16:34:11
19.5,2018-07-30 16:34:13
25.0,2018-07-30 16:34:14
23.5,2018-07-30 16:34:16
25.0,2018-07-30 16:34:18
29.5,2018-07-30 16:34:19
22.0,2018-07-30 16:34:21
19.5,2018-07-30 16:34:23
26.0,2018-07-30 16:34:25
22.5,2018-07-30 16:34:27
20.0,2018-07-30 16:34:28
21.5,2018-07-30 16:34:30
23.0,2018-07-30 16:34:32
28.5,2018-07-30 16:34:34
24.5,2018-07-30 16:34:36
22.09,2018-07-31 07:18:30
31.0,2018-07-31 07:18:32
20.5,2018-07-31 07:18:33
19.5,2018-07-31 07:18:35
24.5,2018-07-31 07:18:36
30.5,2018-07-31 07:18:38
29.5,2018-07-31 07:18:39
22.0,2018-07-31 07:18:40
22.5,2018-07-31 07:18:41
24.0,2018-07-31 07:18:43
32.0,2018-07-31 07:18:44
29.5,2018-07-31 07:18:46
23.0,2018-07-31 07:18:47
25.0,2018-07-31 07:18:48
23.5,2018-07-31 07:18:49
25.5,2018-07-31 07:18:51
22.5,2018-07-31 07:18:52
19.5,2018-07-31 07:18:53
22.0,2018-07-31 07:18:54
31.5,2018-07-31 07:18:56
27.0,2018-07-31 07:18:57
23.09,2018-07-31 07:53:03
23.0,2018-07-31 07:53:05
19.0,2018-07-31 07:53:07
24.5,2018-07-31 07:53:09
21.5,2018-07-31 07:53:11
41.0,2018-07-31 07:53:12
21.0,2018-07-31 07:53:14
12.0,2018-07-31 07:53:15
29.0,2018-07-31 07:53:17
32.5,2018-07-31 07:53:19
25.0,2018-07-31 07:53:20
22.0,2018-07-31 07:53:22
28.0,2018-07-31 07:53:23
25.5,2018-07-31 07:53:25
32.5,2018-07-31 07:53:27
26.0,2018-07-31 07:53:28
16.5,2018-07-31 07:53:30
27.0,2018-07-31 07:53:32
25.0,2018-07-31 07:53:33
15.5,2018-07-31 07:53:34
24.0,2018-07-31 07:53:36
22.59,2018-07-31 08:57:05
25.5,2018-07-31 08:57:07
22.5,2018-07-31 08:57:09
21.5,2018-07-31 08:57:10
23.0,2018-07-31 08:57:12
25.0,2018-07-31 08:57:13
19.5,2018-07-31 08:57:15
17.5,2018-07-31 08:57:16
15.5,2018-07-31 08:57:18
28.0,2018-07-31 08:57:19
19.0,2018-07-31 08:57:21
30.0,2018-07-31 08:57:22
24.5,2018-07-31 08:57:24
25.5,2018-07-31 08:57:25
16.5,2018-07-31 08:57:27
17.5,2018-07-31 08:57:28
38.0,2018-07-31 08:57:29
21.59,2018-07-31 10:02:39
23.5,2018-07-31 10:02:40
22.5,2018-07-31 10:02:42
23.5,2018-07-31 10:02:45
29.5,2018-07-31 10:02:47
23.5,2018-07-31 10:02:49
14.5,2018-07-31 10:02:51
25.0,2018-07-31 10:02:53
20.5,2018-07-31 10:02:55
18.0,2018-07-31 10:02:57
26.0,2018-07-31 10:02:59
27.5,2018-07-31 10:03:01
21.0,2018-07-31 10:03:03
24.0,2018-07-31 10:03:04
