peso,fecha
27.59,2018-07-27 07:24:25
21.0,2018-07-27 07:24:28
22.5,2018-07-27 07:24:30
32.5,2018-07-27 07:24:33
20.5,2018-07-27 07:24:35
17.5,2018-07-27 07:24:38
19.0,2018-07-27 07:24:40
23.0,2018-07-27 07:24:42
26.0,2018-07-27 07:24:44
22.5,2018-07-27 07:24:46
22.0,2018-07-27 07:24:48
18.0,2018-07-27 07:24:50
36.5,2018-07-27 07:24:52
22.0,2018-07-27 07:24:54
17.5,2018-07-27 07:24:56
26.5,2018-07-27 07:24:58
23.5,2018-07-27 07:24:59
25.5,2018-07-27 07:25:01
25.5,2018-07-27 07:25:03
29.09,2018-07-27 07:42:51
28.0,2018-07-27 07:42:54
13.5,2018-07-27 07:42:56
17.0,2018-07-27 07:42:58
27.5,2018-07-27 07:43:01
26.0,2018-07-27 07:43:04
17.5,2018-07-27 07:43:08
20.0,2018-07-27 07:43:10
22.0,2018-07-27 07:43:13
15.5,2018-07-27 07:43:16
29.0,2018-07-27 07:43:18
22.5,2018-07-27 07:43:21
24.0,2018-07-27 07:43:23
22.5,2018-07-27 07:43:26
30.5,2018-07-27 07:43:28
17.5,2018-07-27 07:43:30
30.5,2018-07-27 07:43:32
21.0,2018-07-27 07:43:34
21.09,2018-07-27 08:28:31
29.5,2018-07-27 08:28:34
27.0,2018-07-27 08:28:37
32.5,2018-07-27 08:28:41
25.5,2018-07-27 08:28:44
30.5,2018-07-27 08:28:47
23.5,2018-07-27 08:28:50
19.0,2018-07-27 08:28:53
21.0,2018-07-27 08:28:56
23.5,2018-07-27 08:28:58
21.5,2018-07-27 08:29:01
31.0,2018-07-27 08:29:04
22.09,2018-07-27 09:58:20
20.5,2018-07-27 09:58:23
31.5,2018-07-27 09:58:25
24.5,2018-07-27 09:58:28
20.0,2018-07-27 09:58:30
23.0,2018-07-27 09:58:32
26.0,2018-07-27 09:58:34
25.5,2018-07-27 09:58:36
19.0,2018-07-27 09:58:38
20.5,2018-07-27 09:58:40
27.0,2018-07-27 09:58:43
26.0,2018-07-27 09:58:45
16.0,2018-07-27 09:58:47
