peso,fecha
23.09,2018-07-30 09:24:22
22.0,2018-07-30 09:24:25
27.5,2018-07-30 09:24:27
25.0,2018-07-30 09:24:29
17.5,2018-07-30 09:24:31
22.0,2018-07-30 09:24:32
30.0,2018-07-30 09:24:35
28.5,2018-07-30 09:24:37
20.5,2018-07-30 09:24:38
17.0,2018-07-30 09:24:40
30.0,2018-07-30 09:24:42
26.0,2018-07-30 09:24:44
29.0,2018-07-30 09:24:46
27.5,2018-07-30 09:24:48
27.0,2018-07-30 09:24:49
16.5,2018-07-30 09:24:51
18.5,2018-07-30 09:24:53
18.0,2018-07-30 09:24:56
26.5,2018-07-30 09:24:59
30.59,2018-07-30 10:22:02
24.0,2018-07-30 10:22:05
16.5,2018-07-30 10:22:07
22.5,2018-07-30 10:22:08
26.5,2018-07-30 10:22:10
32.5,2018-07-30 10:22:11
20.0,2018-07-30 10:22:13
22.5,2018-07-30 10:22:15
32.5,2018-07-30 10:22:16
24.5,2018-07-30 10:22:18
24.5,2018-07-30 10:22:20
30.0,2018-07-30 10:22:22
28.0,2018-07-30 10:22:25
28.5,2018-07-30 10:22:28
25.5,2018-07-30 10:22:30
20.0,2018-07-30 10:22:32
21.5,2018-07-30 10:22:34
30.5,2018-07-30 10:22:36
26.0,2018-07-30 10:22:38
28.5,2018-07-30 10:22:41
9.5,2018-07-30 10:22:44
8.0,2018-07-30 10:22:46
8.0,2018-07-30 10:22:48
16.59,2018-07-30 11:32:11
27.5,2018-07-30 11:32:12
24.0,2018-07-30 11:32:14
28.0,2018-07-30 11:32:16
23.0,2018-07-30 11:32:17
31.0,2018-07-30 11:32:19
19.5,2018-07-30 11:32:21
28.5,2018-07-30 11:32:23
27.0,2018-07-30 11:32:25
30.5,2018-07-30 11:32:26
14.5,2018-07-30 11:32:28
32.5,2018-07-30 11:32:30
33.0,2018-07-30 11:32:31
33.5,2018-07-30 11:32:33
24.0,2018-07-30 11:32:34
29.0,2018-07-30 11:32:36
27.5,2018-07-30 11:32:37
27.0,2018-07-30 11:32:39
29.5,2018-07-30 11:32:40
32.09,2018-07-30 11:59:58
28.5,2018-07-30 12:00:00
27.0,2018-07-30 12:00:03
21.5,2018-07-30 12:00:06
30.5,2018-07-30 12:00:11
6.0,2018-07-30 12:00:17
18.0,2018-07-30 12:00:20
19.5,2018-07-30 12:00:22
30.5,2018-07-30 12:00:27
22.0,2018-07-30 12:00:29
27.0,2018-07-30 12:00:31
28.0,2018-07-30 12:00:33
26.0,2018-07-30 12:00:35
25.5,2018-07-30 12:00:36
30.5,2018-07-30 12:00:38
25.5,2018-07-30 12:00:39
30.5,2018-07-30 12:00:41
25.5,2018-07-30 12:00:42
30.0,2018-07-30 12:00:44
26.5,2018-07-30 12:00:45
23.5,2018-07-30 12:00:46
23.0,2018-07-30 12:00:48
34.0,2018-07-30 12:00:49
25.5,2018-07-30 12:00:50
22.09,2018-07-30 16:55:32
30.5,2018-07-30 16:55:34
24.5,2018-07-30 16:55:36
27.0,2018-07-30 16:55:38
21.5,2018-07-30 16:55:40
18.5,2018-07-30 16:55:42
29.5,2018-07-30 16:55:44
29.5,2018-07-30 16:55:47
24.0,2018-07-30 16:55:50
25.5,2018-07-30 16:55:52
27.0,2018-07-30 16:55:54
23.5,2018-07-30 16:55:56
21.5,2018-07-30 16:55:58
25.0,2018-07-30 16:56:00
22.0,2018-07-30 16:56:02
20.5,2018-07-30 16:56:03
18.5,2018-07-30 16:56:05
20.0,2018-07-30 16:56:07
18.0,2018-07-30 16:56:09
12.5,2018-07-30 16:56:11
31.59,2018-07-31 07:06:44
23.5,2018-07-31 07:06:47
14.5,2018-07-31 07:06:49
26.5,2018-07-31 07:06:51
26.0,2018-07-31 07:06:53
21.5,2018-07-31 07:06:55
34.5,2018-07-31 07:06:57
27.0,2018-07-31 07:06:59
26.5,2018-07-31 07:07:01
26.0,2018-07-31 07:07:03
